Name,Structure,DataType,Shape,Size
headerName,Dataset,|S32,"(11,)",11.0
headerValue,Dataset,|S28,"(11,)",11.0
nPixels,Dataset,int32,"(1,)",1.0
TT41.AWAKE-PLASMA-SPECTRO-UP,Group,,,
FileRead,Group,,,
dataAcquisitionTime,Dataset,int64,"(1,)",1.0
dataAxis,Dataset,float64,"(3648,)",3648.0
dataValue,Dataset,float64,"(3648,)",3648.0
fileCount,Dataset,int32,"(1,)",1.0
fileName,Dataset,|S43,"(1,)",1.0
fileReadDelay,Dataset,int64,"(1,)",1.0
fileTime,Dataset,int64,"(1,)",1.0
headerName,Dataset,|S32,"(11,)",11.0
headerValue,Dataset,|S28,"(11,)",11.0
nPixels,Dataset,int32,"(1,)",1.0
TT41.AWAKE-eBLM-pico1,Group,,,
FileRead,Group,,,
FileTime,Dataset,int64,"(1,)",1.0
dataAcquisitionTime,Dataset,int64,"(1,)",1.0
dataAxis,Dataset,float64,"(785,)",785.0
dataValue1,Dataset,float64,"(785,)",785.0
dataValue2,Dataset,float64,"(785,)",785.0
dataValue3,Dataset,float64,"(785,)",785.0
dataValue4,Dataset,float64,"(785,)",785.0
fileCount,Dataset,int32,"(1,)",1.0
fileName,Dataset,|S17,"(1,)",1.0
fileReadDelay,Dataset,int64,"(1,)",1.0
headerName,Dataset,|S1,"(100,)",100.0
headerValue,Dataset,|S1,"(100,)",100.0
nPixels,Dataset,int32,"(1,)",1.0
TT41.AWAKE-eBLM-pico2,Group,,,
FileRead,Group,,,
FileTime,Dataset,int64,"(1,)",1.0
dataAcquisitionTime,Dataset,int64,"(1,)",1.0
dataAxis,Dataset,float64,"(785,)",785.0
dataValue1,Dataset,float64,"(785,)",785.0
dataValue2,Dataset,float64,"(785,)",785.0
dataValue3,Dataset,float64,"(785,)",785.0
dataValue4,Dataset,float64,"(785,)",785.0
fileCount,Dataset,int32,"(1,)",1.0
fileName,Dataset,|S17,"(1,)",1.0
fileReadDelay,Dataset,int64,"(1,)",1.0
headerName,Dataset,|S1,"(100,)",100.0
headerValue,Dataset,|S1,"(100,)",100.0
nPixels,Dataset,int32,"(1,)",1.0
TT41.AWAKE-eBLM-pico3,Group,,,
FileRead,Group,,,
FileTime,Dataset,int64,"(1,)",1.0
dataAcquisitionTime,Dataset,int64,"(1,)",1.0
dataAxis,Dataset,float64,"(785,)",785.0
dataValue1,Dataset,float64,"(785,)",785.0
dataValue2,Dataset,float64,"(785,)",785.0
dataValue3,Dataset,float64,"(785,)",785.0
dataValue4,Dataset,float64,"(785,)",785.0
fileCount,Dataset,int32,"(1,)",1.0
fileName,Dataset,|S17,"(1,)",1.0
fileReadDelay,Dataset,int64,"(1,)",1.0
headerName,Dataset,|S1,"(100,)",100.0
headerValue,Dataset,|S1,"(100,)",100.0
nPixels,Dataset,int32,"(1,)",1.0
TT41.BCTF.412340,Group,,,
Acquisition,Group,,,
acqTime,Dataset,|S26,"(1,)",1.0
beamDestinationStr,Dataset,|S5,"(1,)",1.0
beamID,Dataset,int32,"(1,)",1.0
calResultCh1,Dataset,int32,"(2,)",2.0
calResultCh2,Dataset,int32,"(2,)",2.0
calStatusCh1,Dataset,int16,"(1,)",1.0
calStatusCh2,Dataset,int16,"(1,)",1.0
calibrationFactorCh1,Dataset,float32,"(1,)",1.0
calibrationFactorCh2,Dataset,float32,"(1,)",1.0
calibratorIMeasuredCh1,Dataset,float32,"(1,)",1.0
calibratorIMeasuredCh2,Dataset,float32,"(1,)",1.0
calibratorVActual,Dataset,float32,"(1,)",1.0
commonStatus,Dataset,int16,"(1,)",1.0
cycleTime,Dataset,|S26,"(1,)",1.0
descriptionCh1,Dataset,|S1,"(1,)",1.0
descriptionCh2,Dataset,|S1,"(1,)",1.0
inputOffsetCh1,Dataset,int32,"(1,)",1.0
inputOffsetCh2,Dataset,int32,"(1,)",1.0
measResultCh1,Dataset,int32,"(32,)",32.0
measResultCh2,Dataset,int32,"(32,)",32.0
measStatusCh1,Dataset,int16,"(1,)",1.0
measStatusCh2,Dataset,int16,"(1,)",1.0
nbOfMeas,Dataset,int32,"(1,)",1.0
totalCurrentPreferred,Dataset,float32,"(1,)",1.0
totalIntensityAutoCh1,Dataset,float32,"(1,)",1.0
totalIntensityAutoCh2,Dataset,float32,"(1,)",1.0
totalIntensityCalcCh1,Dataset,float32,"(1,)",1.0
totalIntensityCalcCh2,Dataset,float32,"(1,)",1.0
totalIntensityPreferred,Dataset,float32,"(1,)",1.0
totalIntensity_unit,Dataset,int32,"(1,)",1.0
totalIntensity_unitExponent,Dataset,int32,"(1,)",1.0
TT41.BPM.412343,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(1,)",1.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT41.BPM.412345,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(1,)",1.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT41.BPM.412347,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(1,)",1.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT41.BPM.412349,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(1,)",1.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT41.BPM.412349_HF,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(0,)",0.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT41.BPM.412351,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(1,)",1.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT41.BPM.412351_HF,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(0,)",0.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT41.BTV.412350,Group,,,
Acquisition,Group,,,
acqCounter,Dataset,int32,"(1,)",1.0
acqDesc,Dataset,|S7,"(1,)",1.0
acqMsg,Dataset,|S2,"(1,)",1.0
acqState,Dataset,int32,"(1,)",1.0
acqTime,Dataset,|S26,"(1,)",1.0
acqTimeInCycle,Dataset,float64,"(1,)",1.0
amplitudeSet1,Dataset,float64,"(1,)",1.0
amplitudeSet2,Dataset,float64,"(1,)",1.0
beamID,Dataset,int32,"(1,)",1.0
cameraOffset,Dataset,int16,"(1,)",1.0
cameraOffset_max,Dataset,int16,"(1,)",1.0
cameraOffset_min,Dataset,int16,"(1,)",1.0
cameraSwitch,Dataset,int32,"(1,)",1.0
cameraZoom,Dataset,int32,"(1,)",1.0
cycleTime,Dataset,|S26,"(1,)",1.0
descSet1,Dataset,|S21,"(1,)",1.0
descSet2,Dataset,|S19,"(1,)",1.0
deviceName,Dataset,|S15,"(1,)",1.0
filterSelect,Dataset,int32,"(1,)",1.0
filterSelectStr,Dataset,|S9,"(4,)",4.0
filterSelect_max,Dataset,int32,"(1,)",1.0
filterSelect_min,Dataset,int32,"(1,)",1.0
firstLamp,Dataset,int16,"(1,)",1.0
firstLamp_max,Dataset,int16,"(1,)",1.0
firstLamp_min,Dataset,int16,"(1,)",1.0
leftBottomReference,Dataset,int16,"(2,)",2.0
leftTopReference,Dataset,int16,"(2,)",2.0
mire,Dataset,int32,"(1,)",1.0
nbAcq,Dataset,int32,"(1,)",1.0
nbDataSets,Dataset,int32,"(1,)",1.0
nbGates,Dataset,int32,"(1,)",1.0
nbPtsPerProjInSet1,Dataset,int32,"(1,)",1.0
nbPtsPerProjInSet2,Dataset,int32,"(1,)",1.0
observables,Dataset,int32,"(1,)",1.0
offsetCalSet1,Dataset,float64,"(4,)",4.0
offsetCalSet2,Dataset,float64,"(4,)",4.0
offsetSet1,Dataset,float64,"(1, 1)",1.0
offsetSet2,Dataset,float64,"(1, 1)",1.0
pixelCalSet1,Dataset,float64,"(4,)",4.0
pixelCalSet2,Dataset,float64,"(4,)",4.0
planeSet1,Dataset,int32,"(1,)",1.0
planeSet2,Dataset,int32,"(1,)",1.0
positionSet1,Dataset,float64,"(1,)",1.0
positionSet2,Dataset,float64,"(1,)",1.0
projDataSet1,Dataset,float64,"(1, 400)",400.0
projDataSet2,Dataset,float64,"(1, 300)",300.0
projPositionSet1,Dataset,float64,"(1, 400)",400.0
projPositionSet2,Dataset,float64,"(1, 300)",300.0
propType,Dataset,int32,"(1,)",1.0
rightBottomReference,Dataset,int16,"(2,)",2.0
rightTopReference,Dataset,int16,"(2,)",2.0
saturationThreshold,Dataset,int16,"(1,)",1.0
screenSelect,Dataset,int32,"(1,)",1.0
screenSelectStr,Dataset,|S10,"(4,)",4.0
screenSelect_max,Dataset,int32,"(1,)",1.0
screenSelect_min,Dataset,int32,"(1,)",1.0
secondLamp,Dataset,int16,"(1,)",1.0
secondLamp_max,Dataset,int16,"(1,)",1.0
secondLamp_min,Dataset,int16,"(1,)",1.0
sigmaSet1,Dataset,float64,"(1,)",1.0
sigmaSet2,Dataset,float64,"(1,)",1.0
superCycleNb,Dataset,int32,"(1,)",1.0
tgSet1,Dataset,float64,"(1, 1)",1.0
tgSet2,Dataset,float64,"(1, 1)",1.0
userImageSelection,Dataset,Unknown Type,"(1,)",1.0
userImageSelectionNumber,Dataset,int16,"(1,)",1.0
videoGain,Dataset,int32,"(1,)",1.0
Image,Group,,,
acqCounter,Dataset,int32,"(1,)",1.0
acqDesc,Dataset,|S7,"(1,)",1.0
acqMsg,Dataset,|S2,"(1,)",1.0
acqState,Dataset,int32,"(1,)",1.0
acqTime,Dataset,|S26,"(1,)",1.0
acqTimeInCycle,Dataset,float64,"(1,)",1.0
amplitudeSet1,Dataset,float64,"(1,)",1.0
amplitudeSet2,Dataset,float64,"(1,)",1.0
beamID,Dataset,int32,"(1,)",1.0
cameraOffset,Dataset,int16,"(1,)",1.0
cameraOffset_max,Dataset,int16,"(1,)",1.0
cameraOffset_min,Dataset,int16,"(1,)",1.0
cameraSwitch,Dataset,int32,"(1,)",1.0
cameraZoom,Dataset,int32,"(1,)",1.0
cycleTime,Dataset,|S26,"(1,)",1.0
descSet1,Dataset,|S21,"(1,)",1.0
descSet2,Dataset,|S19,"(1,)",1.0
deviceName,Dataset,|S15,"(1,)",1.0
filterSelect,Dataset,int32,"(1,)",1.0
filterSelectStr,Dataset,|S9,"(4,)",4.0
filterSelect_max,Dataset,int32,"(1,)",1.0
filterSelect_min,Dataset,int32,"(1,)",1.0
firstLamp,Dataset,int16,"(1,)",1.0
firstLamp_max,Dataset,int16,"(1,)",1.0
firstLamp_min,Dataset,int16,"(1,)",1.0
imagePositionSet1,Dataset,float64,"(1, 400)",400.0
imagePositionSet1_unit,Dataset,|S2,"(1,)",1.0
imagePositionSet2,Dataset,float64,"(1, 300)",300.0
imagePositionSet2_unit,Dataset,|S2,"(1,)",1.0
imageSet,Dataset,int16,"(1, 120000)",120000.0
leftBottomReference,Dataset,int16,"(2,)",2.0
leftTopReference,Dataset,int16,"(2,)",2.0
mire,Dataset,int32,"(1,)",1.0
nbAcq,Dataset,int32,"(1,)",1.0
nbDataSets,Dataset,int32,"(1,)",1.0
nbImages,Dataset,int32,"(1,)",1.0
nbPtsInSet1,Dataset,int32,"(1,)",1.0
nbPtsInSet2,Dataset,int32,"(1,)",1.0
observables,Dataset,int32,"(1,)",1.0
offsetCalSet1,Dataset,float64,"(4,)",4.0
offsetCalSet2,Dataset,float64,"(4,)",4.0
pixelCalSet1,Dataset,float64,"(4,)",4.0
pixelCalSet2,Dataset,float64,"(4,)",4.0
planeSet1,Dataset,int32,"(1,)",1.0
planeSet2,Dataset,int32,"(1,)",1.0
positionSet1,Dataset,float64,"(1,)",1.0
positionSet2,Dataset,float64,"(1,)",1.0
propType,Dataset,int32,"(1,)",1.0
rightBottomReference,Dataset,int16,"(2,)",2.0
rightTopReference,Dataset,int16,"(2,)",2.0
saturationThreshold,Dataset,int16,"(1,)",1.0
screenSelect,Dataset,int32,"(1,)",1.0
screenSelectStr,Dataset,|S10,"(4,)",4.0
screenSelect_max,Dataset,int32,"(1,)",1.0
screenSelect_min,Dataset,int32,"(1,)",1.0
secondLamp,Dataset,int16,"(1,)",1.0
secondLamp_max,Dataset,int16,"(1,)",1.0
secondLamp_min,Dataset,int16,"(1,)",1.0
sigmaSet1,Dataset,float64,"(1,)",1.0
sigmaSet2,Dataset,float64,"(1,)",1.0
superCycleNb,Dataset,int32,"(1,)",1.0
userImageSelection,Dataset,Unknown Type,"(1,)",1.0
userImageSelectionNumber,Dataset,int16,"(1,)",1.0
videoGain,Dataset,int32,"(1,)",1.0
TT41.BTV.412350.STREAK,Group,,,
StreakImage,Dataset,|S105,(),1.0
TT41.BTV.412353,Group,,,
Acquisition,Group,,,
acqCounter,Dataset,int32,"(1,)",1.0
acqDesc,Dataset,|S7,"(1,)",1.0
acqMsg,Dataset,|S2,"(1,)",1.0
acqState,Dataset,int32,"(1,)",1.0
acqTime,Dataset,|S26,"(1,)",1.0
acqTimeInCycle,Dataset,float64,"(1,)",1.0
amplitudeSet1,Dataset,float64,"(1,)",1.0
amplitudeSet2,Dataset,float64,"(1,)",1.0
beamID,Dataset,int32,"(1,)",1.0
cameraOffset,Dataset,int16,"(1,)",1.0
cameraOffset_max,Dataset,int16,"(1,)",1.0
cameraOffset_min,Dataset,int16,"(1,)",1.0
cameraSwitch,Dataset,int32,"(1,)",1.0
cameraZoom,Dataset,int32,"(1,)",1.0
cycleTime,Dataset,|S26,"(1,)",1.0
descSet1,Dataset,|S21,"(1,)",1.0
descSet2,Dataset,|S19,"(1,)",1.0
deviceName,Dataset,|S15,"(1,)",1.0
filterSelect,Dataset,int32,"(1,)",1.0
filterSelectStr,Dataset,|S9,"(4,)",4.0
filterSelect_max,Dataset,int32,"(1,)",1.0
filterSelect_min,Dataset,int32,"(1,)",1.0
firstLamp,Dataset,int16,"(1,)",1.0
firstLamp_max,Dataset,int16,"(1,)",1.0
firstLamp_min,Dataset,int16,"(1,)",1.0
leftBottomReference,Dataset,int16,"(2,)",2.0
leftTopReference,Dataset,int16,"(2,)",2.0
mire,Dataset,int32,"(1,)",1.0
nbAcq,Dataset,int32,"(1,)",1.0
nbDataSets,Dataset,int32,"(1,)",1.0
nbGates,Dataset,int32,"(1,)",1.0
nbPtsPerProjInSet1,Dataset,int32,"(1,)",1.0
nbPtsPerProjInSet2,Dataset,int32,"(1,)",1.0
observables,Dataset,int32,"(1,)",1.0
offsetCalSet1,Dataset,float64,"(4,)",4.0
offsetCalSet2,Dataset,float64,"(4,)",4.0
offsetSet1,Dataset,float64,"(1, 1)",1.0
offsetSet2,Dataset,float64,"(1, 1)",1.0
pixelCalSet1,Dataset,float64,"(4,)",4.0
pixelCalSet2,Dataset,float64,"(4,)",4.0
planeSet1,Dataset,int32,"(1,)",1.0
planeSet2,Dataset,int32,"(1,)",1.0
positionSet1,Dataset,float64,"(1,)",1.0
positionSet2,Dataset,float64,"(1,)",1.0
projDataSet1,Dataset,float64,"(1, 400)",400.0
projDataSet2,Dataset,float64,"(1, 300)",300.0
projPositionSet1,Dataset,float64,"(1, 400)",400.0
projPositionSet2,Dataset,float64,"(1, 300)",300.0
propType,Dataset,int32,"(1,)",1.0
rightBottomReference,Dataset,int16,"(2,)",2.0
rightTopReference,Dataset,int16,"(2,)",2.0
saturationThreshold,Dataset,int16,"(1,)",1.0
screenSelect,Dataset,int32,"(1,)",1.0
screenSelectStr,Dataset,|S10,"(4,)",4.0
screenSelect_max,Dataset,int32,"(1,)",1.0
screenSelect_min,Dataset,int32,"(1,)",1.0
secondLamp,Dataset,int16,"(1,)",1.0
secondLamp_max,Dataset,int16,"(1,)",1.0
secondLamp_min,Dataset,int16,"(1,)",1.0
sigmaSet1,Dataset,float64,"(1,)",1.0
sigmaSet2,Dataset,float64,"(1,)",1.0
superCycleNb,Dataset,int32,"(1,)",1.0
tgSet1,Dataset,float64,"(1, 1)",1.0
tgSet2,Dataset,float64,"(1, 1)",1.0
userImageSelection,Dataset,Unknown Type,"(1,)",1.0
userImageSelectionNumber,Dataset,int16,"(1,)",1.0
videoGain,Dataset,int32,"(1,)",1.0
Image,Group,,,
acqCounter,Dataset,int32,"(1,)",1.0
acqDesc,Dataset,|S7,"(1,)",1.0
acqMsg,Dataset,|S2,"(1,)",1.0
acqState,Dataset,int32,"(1,)",1.0
acqTime,Dataset,|S26,"(1,)",1.0
acqTimeInCycle,Dataset,float64,"(1,)",1.0
amplitudeSet1,Dataset,float64,"(1,)",1.0
amplitudeSet2,Dataset,float64,"(1,)",1.0
beamID,Dataset,int32,"(1,)",1.0
cameraOffset,Dataset,int16,"(1,)",1.0
cameraOffset_max,Dataset,int16,"(1,)",1.0
cameraOffset_min,Dataset,int16,"(1,)",1.0
cameraSwitch,Dataset,int32,"(1,)",1.0
cameraZoom,Dataset,int32,"(1,)",1.0
cycleTime,Dataset,|S26,"(1,)",1.0
descSet1,Dataset,|S21,"(1,)",1.0
descSet2,Dataset,|S19,"(1,)",1.0
deviceName,Dataset,|S15,"(1,)",1.0
filterSelect,Dataset,int32,"(1,)",1.0
filterSelectStr,Dataset,|S9,"(4,)",4.0
filterSelect_max,Dataset,int32,"(1,)",1.0
filterSelect_min,Dataset,int32,"(1,)",1.0
firstLamp,Dataset,int16,"(1,)",1.0
firstLamp_max,Dataset,int16,"(1,)",1.0
firstLamp_min,Dataset,int16,"(1,)",1.0
imagePositionSet1,Dataset,float64,"(1, 400)",400.0
imagePositionSet1_unit,Dataset,|S2,"(1,)",1.0
imagePositionSet2,Dataset,float64,"(1, 300)",300.0
imagePositionSet2_unit,Dataset,|S2,"(1,)",1.0
imageSet,Dataset,int16,"(1, 120000)",120000.0
leftBottomReference,Dataset,int16,"(2,)",2.0
leftTopReference,Dataset,int16,"(2,)",2.0
mire,Dataset,int32,"(1,)",1.0
nbAcq,Dataset,int32,"(1,)",1.0
nbDataSets,Dataset,int32,"(1,)",1.0
nbImages,Dataset,int32,"(1,)",1.0
nbPtsInSet1,Dataset,int32,"(1,)",1.0
nbPtsInSet2,Dataset,int32,"(1,)",1.0
observables,Dataset,int32,"(1,)",1.0
offsetCalSet1,Dataset,float64,"(4,)",4.0
offsetCalSet2,Dataset,float64,"(4,)",4.0
pixelCalSet1,Dataset,float64,"(4,)",4.0
pixelCalSet2,Dataset,float64,"(4,)",4.0
planeSet1,Dataset,int32,"(1,)",1.0
planeSet2,Dataset,int32,"(1,)",1.0
positionSet1,Dataset,float64,"(1,)",1.0
positionSet2,Dataset,float64,"(1,)",1.0
propType,Dataset,int32,"(1,)",1.0
rightBottomReference,Dataset,int16,"(2,)",2.0
rightTopReference,Dataset,int16,"(2,)",2.0
saturationThreshold,Dataset,int16,"(1,)",1.0
screenSelect,Dataset,int32,"(1,)",1.0
screenSelectStr,Dataset,|S10,"(4,)",4.0
screenSelect_max,Dataset,int32,"(1,)",1.0
screenSelect_min,Dataset,int32,"(1,)",1.0
secondLamp,Dataset,int16,"(1,)",1.0
secondLamp_max,Dataset,int16,"(1,)",1.0
secondLamp_min,Dataset,int16,"(1,)",1.0
sigmaSet1,Dataset,float64,"(1,)",1.0
sigmaSet2,Dataset,float64,"(1,)",1.0
superCycleNb,Dataset,int32,"(1,)",1.0
userImageSelection,Dataset,Unknown Type,"(1,)",1.0
userImageSelectionNumber,Dataset,int16,"(1,)",1.0
videoGain,Dataset,int32,"(1,)",1.0
TT41.BTV.412426,Group,,,
Acquisition,Group,,,
acqCounter,Dataset,int32,"(1,)",1.0
acqDesc,Dataset,|S7,"(1,)",1.0
acqMsg,Dataset,|S2,"(1,)",1.0
acqState,Dataset,int32,"(1,)",1.0
acqTime,Dataset,|S26,"(1,)",1.0
acqTimeInCycle,Dataset,float64,"(1,)",1.0
amplitudeSet1,Dataset,float64,"(1,)",1.0
amplitudeSet2,Dataset,float64,"(1,)",1.0
beamID,Dataset,int32,"(1,)",1.0
cameraOffset,Dataset,int16,"(1,)",1.0
cameraOffset_max,Dataset,int16,"(1,)",1.0
cameraOffset_min,Dataset,int16,"(1,)",1.0
cameraSwitch,Dataset,int32,"(1,)",1.0
cameraZoom,Dataset,int32,"(1,)",1.0
cycleTime,Dataset,|S26,"(1,)",1.0
descSet1,Dataset,|S21,"(1,)",1.0
descSet2,Dataset,|S19,"(1,)",1.0
deviceName,Dataset,|S15,"(1,)",1.0
filterSelect,Dataset,int32,"(1,)",1.0
filterSelectStr,Dataset,|S9,"(4,)",4.0
filterSelect_max,Dataset,int32,"(1,)",1.0
filterSelect_min,Dataset,int32,"(1,)",1.0
firstLamp,Dataset,int16,"(1,)",1.0
firstLamp_max,Dataset,int16,"(1,)",1.0
firstLamp_min,Dataset,int16,"(1,)",1.0
leftBottomReference,Dataset,int16,"(2,)",2.0
leftTopReference,Dataset,int16,"(2,)",2.0
mire,Dataset,int32,"(1,)",1.0
nbAcq,Dataset,int32,"(1,)",1.0
nbDataSets,Dataset,int32,"(1,)",1.0
nbGates,Dataset,int32,"(1,)",1.0
nbPtsPerProjInSet1,Dataset,int32,"(1,)",1.0
nbPtsPerProjInSet2,Dataset,int32,"(1,)",1.0
observables,Dataset,int32,"(1,)",1.0
offsetCalSet1,Dataset,float64,"(4,)",4.0
offsetCalSet2,Dataset,float64,"(4,)",4.0
offsetSet1,Dataset,float64,"(1, 1)",1.0
offsetSet2,Dataset,float64,"(1, 1)",1.0
pixelCalSet1,Dataset,float64,"(4,)",4.0
pixelCalSet2,Dataset,float64,"(4,)",4.0
planeSet1,Dataset,int32,"(1,)",1.0
planeSet2,Dataset,int32,"(1,)",1.0
positionSet1,Dataset,float64,"(1,)",1.0
positionSet2,Dataset,float64,"(1,)",1.0
projDataSet1,Dataset,float64,"(1, 400)",400.0
projDataSet2,Dataset,float64,"(1, 300)",300.0
projPositionSet1,Dataset,float64,"(1, 400)",400.0
projPositionSet2,Dataset,float64,"(1, 300)",300.0
propType,Dataset,int32,"(1,)",1.0
rightBottomReference,Dataset,int16,"(2,)",2.0
rightTopReference,Dataset,int16,"(2,)",2.0
saturationThreshold,Dataset,int16,"(1,)",1.0
screenSelect,Dataset,int32,"(1,)",1.0
screenSelectStr,Dataset,|S10,"(4,)",4.0
screenSelect_max,Dataset,int32,"(1,)",1.0
screenSelect_min,Dataset,int32,"(1,)",1.0
secondLamp,Dataset,int16,"(1,)",1.0
secondLamp_max,Dataset,int16,"(1,)",1.0
secondLamp_min,Dataset,int16,"(1,)",1.0
sigmaSet1,Dataset,float64,"(1,)",1.0
sigmaSet2,Dataset,float64,"(1,)",1.0
superCycleNb,Dataset,int32,"(1,)",1.0
tgSet1,Dataset,float64,"(1, 1)",1.0
tgSet2,Dataset,float64,"(1, 1)",1.0
userImageSelection,Dataset,Unknown Type,"(1,)",1.0
userImageSelectionNumber,Dataset,int16,"(1,)",1.0
videoGain,Dataset,int32,"(1,)",1.0
Image,Group,,,
acqCounter,Dataset,int32,"(1,)",1.0
acqDesc,Dataset,|S7,"(1,)",1.0
acqMsg,Dataset,|S2,"(1,)",1.0
acqState,Dataset,int32,"(1,)",1.0
acqTime,Dataset,|S26,"(1,)",1.0
acqTimeInCycle,Dataset,float64,"(1,)",1.0
amplitudeSet1,Dataset,float64,"(1,)",1.0
amplitudeSet2,Dataset,float64,"(1,)",1.0
beamID,Dataset,int32,"(1,)",1.0
cameraOffset,Dataset,int16,"(1,)",1.0
cameraOffset_max,Dataset,int16,"(1,)",1.0
cameraOffset_min,Dataset,int16,"(1,)",1.0
cameraSwitch,Dataset,int32,"(1,)",1.0
cameraZoom,Dataset,int32,"(1,)",1.0
cycleTime,Dataset,|S26,"(1,)",1.0
descSet1,Dataset,|S21,"(1,)",1.0
descSet2,Dataset,|S19,"(1,)",1.0
deviceName,Dataset,|S15,"(1,)",1.0
filterSelect,Dataset,int32,"(1,)",1.0
filterSelectStr,Dataset,|S9,"(4,)",4.0
filterSelect_max,Dataset,int32,"(1,)",1.0
filterSelect_min,Dataset,int32,"(1,)",1.0
firstLamp,Dataset,int16,"(1,)",1.0
firstLamp_max,Dataset,int16,"(1,)",1.0
firstLamp_min,Dataset,int16,"(1,)",1.0
imagePositionSet1,Dataset,float64,"(1, 400)",400.0
imagePositionSet1_unit,Dataset,|S2,"(1,)",1.0
imagePositionSet2,Dataset,float64,"(1, 300)",300.0
imagePositionSet2_unit,Dataset,|S2,"(1,)",1.0
imageSet,Dataset,int16,"(1, 120000)",120000.0
leftBottomReference,Dataset,int16,"(2,)",2.0
leftTopReference,Dataset,int16,"(2,)",2.0
mire,Dataset,int32,"(1,)",1.0
nbAcq,Dataset,int32,"(1,)",1.0
nbDataSets,Dataset,int32,"(1,)",1.0
nbImages,Dataset,int32,"(1,)",1.0
nbPtsInSet1,Dataset,int32,"(1,)",1.0
nbPtsInSet2,Dataset,int32,"(1,)",1.0
observables,Dataset,int32,"(1,)",1.0
offsetCalSet1,Dataset,float64,"(4,)",4.0
offsetCalSet2,Dataset,float64,"(4,)",4.0
pixelCalSet1,Dataset,float64,"(4,)",4.0
pixelCalSet2,Dataset,float64,"(4,)",4.0
planeSet1,Dataset,int32,"(1,)",1.0
planeSet2,Dataset,int32,"(1,)",1.0
positionSet1,Dataset,float64,"(1,)",1.0
positionSet2,Dataset,float64,"(1,)",1.0
propType,Dataset,int32,"(1,)",1.0
rightBottomReference,Dataset,int16,"(2,)",2.0
rightTopReference,Dataset,int16,"(2,)",2.0
saturationThreshold,Dataset,int16,"(1,)",1.0
screenSelect,Dataset,int32,"(1,)",1.0
screenSelectStr,Dataset,|S10,"(4,)",4.0
screenSelect_max,Dataset,int32,"(1,)",1.0
